Token	Gold annotation	Candidates	Prediction	Gold ann in candidates?	Correct?	sent id	sent date
New York	Q60	Q769668 Q457275 Q7012955 Q64351964 Q20926350 Q1246630 Q1507987 Q7992349 Q2720168 Q11790885 Q12270765 Q20874688 Q11299 Q3875476 Q1251262 Q16956354 Q16978999 Q903253 Q17021430 Q48800189 Q3451110 Q22654 Q530355 Q39073080 Q2051696 Q19894720 Q1365153 Q2604045 Q16623588 Q54451 Q5239300 Q21123 Q65090331 Q47005414 Q29095183 Q60 Q7668516 Q7012986 Q1259585 Q7012934 Q7012990 Q1384	Q60	True	True	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-loc
Sena ¬ tor Scott	Q1966467	NIL	NIL	False	False	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-pers
West Virginia	Q1371	Q115376 Q2555818 Q287517 Q1322455 Q1371	Q1371	True	True	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-loc
George Wls - woll	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-pers
Milwaukee	Q37836	Q6861641 Q6861766 Q502294 Q1755318 Q37836 Q6861654 Q6861655	Q37836	True	True	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-loc
II . L . Swords	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-pers
New York	Q1384	Q769668 Q457275 Q7012955 Q64351964 Q20926350 Q1246630 Q1507987 Q7992349 Q2720168 Q11790885 Q12270765 Q20874688 Q11299 Q3875476 Q1251262 Q16956354 Q16978999 Q903253 Q17021430 Q48800189 Q3451110 Q22654 Q530355 Q39073080 Q2051696 Q19894720 Q1365153 Q2604045 Q16623588 Q54451 Q5239300 Q21123 Q65090331 Q47005414 Q29095183 Q60 Q7668516 Q7012986 Q1259585 Q7012934 Q7012990 Q1384	Q60	True	False	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-loc
Ckaii - innu Ilanna	Q509441	NIL	NIL	False	False	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-pers
Henry C . Payne	Q212679	NIL	NIL	False	False	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-pers
Wisconsin	Q1537	Q622531 Q8027104 Q8027102 Q978496 Q8027101 Q3098117 Q1557839 Q1537 Q1753919	Q1537	True	True	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-loc
Maine	Q724	Q1741891 Q2705899 Q8005360 Q724 Q3708887 Q6736303 Q756886 Q6736601 Q732738 NIL	Q724	True	True	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-loc
N . B . Scott	Q1966467	NIL	NIL	False	False	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-pers
West Virginia	Q1371	Q115376 Q2555818 Q287517 Q1322455 Q1371	Q1371	True	True	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-loc
Harry I > . New	Q1586757	NIL	NIL	False	False	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-pers
Indiana	Q1415	Q16986017 Q139969 Q1415 Q2534897 Q1184769 Q185658 Q494146 Q3286126 Q7393850 Q9008332 Q169281 Q141305 Q798311 Q1661325 Q2287960 Q6023012 Q7997869 Q22812983 Q16730047 Q6023245 Q16851190 Q3150103	Q1415	True	True	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-loc
George L . Slump	Q880826	NIL	NIL	False	False	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-pers
Idaho	Q1221	Q2555765 Q54528997 Q22133849 Q819214 Q1854488 Q22906913 Q1656599 Q1535392 Q1418980 Q85768872 Q494480 Q5987289 Q28452049 Q5987295 Q1221	Q1221	True	True	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-loc
President McKinley	Q35041	Q35041 NIL	Q35041	True	True	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-pers
Can ¬ ton , Ohio	Q491239	NIL	NIL	False	False	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-loc
HANNA	Q509441	Q170268 Q5648648 Q65059477 Q1632026 Q2420299 Q5648653 Q3503174 Q5648642 Q48102683 Q1029819 Q1554377 Q7668465 Q747623	Q747623	False	False	# hipe2022:document_id = sn86063397-1900-06-26-a-i0002	# hipe2022:date = 1900-06-26	B-pers
Della Pringle	Q18351054	NIL NIL	NIL	False	False	# hipe2022:document_id = sn88085488-1910-02-18-a-i0006	# hipe2022:date = 1910-02-18	B-pers
Della Pringle company	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn88085488-1910-02-18-a-i0006	# hipe2022:date = 1910-02-18	B-org
Miss Pringle	Q18351054	NIL	NIL	False	False	# hipe2022:document_id = sn88085488-1910-02-18-a-i0006	# hipe2022:date = 1910-02-18	B-pers
C . K . Van Auker	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn88085488-1910-02-18-a-i0006	# hipe2022:date = 1910-02-18	B-pers
Boise	Q35775	Q14687005 Q38250499 Q35775 Q4938437 Q891080 Q1713251 Q486357	Q35775	True	True	# hipe2022:document_id = sn88085488-1910-02-18-a-i0006	# hipe2022:date = 1910-02-18	B-loc
Miss Pringle	Q18351054	NIL	NIL	False	False	# hipe2022:document_id = sn88085488-1910-02-18-a-i0006	# hipe2022:date = 1910-02-18	B-pers
Lewis Morrison	Q6913937	Q6913937	Q6913937	True	True	# hipe2022:document_id = sn88085488-1910-02-18-a-i0006	# hipe2022:date = 1910-02-18	B-pers
Miss Pringle	Q18351054	NIL	NIL	False	False	# hipe2022:document_id = sn88085488-1910-02-18-a-i0006	# hipe2022:date = 1910-02-18	B-pers
Watt ’ s Phar ¬ macy	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn88085488-1910-02-18-a-i0006	# hipe2022:date = 1910-02-18	B-org
Great Britian	Q23666	Q23666 NIL	Q23666	True	True	# hipe2022:document_id = sn88085488-1910-04-01-a-i0004	# hipe2022:date = 1910-04-01	B-loc
Newcastle	Q1425428	Q2835379 Q1027294 Q955400 Q5355770 Q48791555 Q57278 Q189192 Q22084179 Q3204894 Q3131990 Q4328359 Q966318 Q7017301 Q18716 Q8992228 Q1973774 Q1425428 Q7017359 Q1502408 Q979309 Q2565495 Q2187131 Q555690 Q18392060 Q3473218 Q1853982 Q677533 Q16611347 Q1304093 Q755393 Q17053403 Q7017358 Q3877662 Q17984751 Q3339099 Q377590 Q17570 Q8975	Q1425428	True	True	# hipe2022:document_id = sn88085488-1910-04-01-a-i0004	# hipe2022:date = 1910-04-01	B-loc
Scotland	Q22	Q496971 Q3474402 Q230791 Q7435626 Q7435627 Q2578696 Q972901 Q7435618 Q925575 Q2446275 Q5306342 Q506690 Q7435619 Q22 Q7435621 Q7435625 Q7435616 Q3476148	Q22	True	True	# hipe2022:document_id = sn88085488-1910-04-01-a-i0004	# hipe2022:date = 1910-04-01	B-loc
Quaker Oats Company	Q2699694	Q2699694	Q2699694	True	True	# hipe2022:document_id = sn88085488-1910-04-01-a-i0004	# hipe2022:date = 1910-04-01	B-org
Great Britian	Q23666	Q23666 NIL	Q23666	True	True	# hipe2022:document_id = sn88085488-1910-04-01-a-i0004	# hipe2022:date = 1910-04-01	B-loc
Europe	Q46	Q185144 Q52847 Q7085454 Q6830710 Q579160 Q7691481 Q458 Q5412139 Q1163173 Q198697 Q5412030 Q3734794 Q46 Q766618 Q612228 Q165170	Q46	True	True	# hipe2022:document_id = sn88085488-1910-04-01-a-i0004	# hipe2022:date = 1910-04-01	B-loc
Whitman	Q7996607	Q7996600 Q7996606 Q7996621 Q7996601 Q4865104 Q979972 Q484153 Q2536900 Q7996598	Q484153	False	False	# hipe2022:document_id = sn88085488-1910-05-06-a-i0003	# hipe2022:date = 1910-05-06	B-org
Washington State College	Q58297825	Q597236	Q597236	False	False	# hipe2022:document_id = sn88085488-1910-05-06-a-i0003	# hipe2022:date = 1910-05-06	B-org
Whitman college	Q7996607	Q7996609 Q7996607	Q7996609	True	False	# hipe2022:document_id = sn88085488-1910-05-06-a-i0003	# hipe2022:date = 1910-05-06	B-org
W . S . C .	Q58297825	NIL	NIL	False	False	# hipe2022:document_id = sn88085488-1910-05-06-a-i0003	# hipe2022:date = 1910-05-06	B-org
State College	Q58297825	Q7603112 Q5758388 Q1075106 Q1187041	Q1187041	False	False	# hipe2022:document_id = sn88085488-1910-05-06-a-i0003	# hipe2022:date = 1910-05-06	B-org
Whitman	Q7996607	Q7996600 Q7996606 Q7996621 Q7996601 Q4865104 Q979972 Q484153 Q2536900 Q7996598	Q484153	False	False	# hipe2022:document_id = sn88085488-1910-05-06-a-i0003	# hipe2022:date = 1910-05-06	B-org
Moscow	Q499927	Q1949024 Q1538326 Q6915436 Q1885744 Q3887555 Q175117 Q4304438 Q2670838 Q6915432 Q1697 Q6915440 Q9035274 Q2380475 Q3450448 Q1186607 Q499927 Q4303718 Q6915450 Q6915443 Q1023006 Q649 Q1519358 Q6915447 Q6915435 Q6915442	Q649	True	False	# hipe2022:document_id = sn88085488-1910-05-06-a-i0003	# hipe2022:date = 1910-05-06	B-loc
University of Idaho	Q1854488	Q1854488 NIL	Q1854488	True	True	# hipe2022:document_id = sn88085488-1910-05-06-a-i0003	# hipe2022:date = 1910-05-06	B-org
Pullman	Q983540	Q983540 Q2895725 Q1779516 Q7259483 Q16967910 Q3314546 Q7336933 Q7259475 Q4968985 Q7259478	Q983540	True	True	# hipe2022:document_id = sn88085488-1910-09-02-a-i0006	# hipe2022:date = 1910-09-02	B-loc
Clerk Henry	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn88085488-1910-09-02-a-i0006	# hipe2022:date = 1910-09-02	B-pers
Tweed Amos	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn88085488-1910-09-02-a-i0006	# hipe2022:date = 1910-09-02	B-pers
B . M . JOHNSON MFG . CO	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-01-08-a-i0001	# hipe2022:date = 1920-01-08	B-org
Benton M . John ¬ son	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-01-08-a-i0001	# hipe2022:date = 1920-01-08	B-pers
Jackson	Q985409	Q3805739 Q497702 Q504856 Q16905948 Q2732758 Q29453344 Q486137 Q871285 Q3287811 Q110262 Q485030 Q6116909 Q6116928 Q127238 Q486215 Q495620 Q1966879 Q585149 Q2754158 Q1907202 Q488537 Q263311 Q985409 Q2393645 Q500897 Q6116916 Q2890672 Q20813685 Q366959 Q1647348 Q486471 Q6117834 Q310586 Q450159 Q18702257 Q2670059 Q127975 Q984374 Q2184242 Q490306 Q680661 Q505392 Q79425 Q377046 Q182408 Q462363 Q500686 Q6116900 Q6116932 Q61014 Q1616285 Q53855527 Q5390252 Q959843 Q2831 Q502521 Q216124 Q11817 Q6116912 Q2012450 Q206466 Q738043 Q28198 Q1903275 Q20709350 Q485378 Q660760 Q2713022 Q2210984 Q1065531 Q3157429 Q485780 Q506772 Q2739403	Q2831	True	False	# hipe2022:document_id = sn89058133-1920-01-08-a-i0001	# hipe2022:date = 1920-01-08	B-loc
B . M . Johnson Manufacturing Company	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-01-08-a-i0001	# hipe2022:date = 1920-01-08	B-org
Benton M . Johnson	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-01-08-a-i0001	# hipe2022:date = 1920-01-08	B-pers
Mr . Johnson	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-01-08-a-i0001	# hipe2022:date = 1920-01-08	B-pers
Jack - son Sun	Q4051135	NIL	NIL	False	False	# hipe2022:document_id = sn89058133-1920-01-08-a-i0001	# hipe2022:date = 1920-01-08	B-prod
Tom Scarlett , Circuit Court Clerk for Putnam County	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-01-29-a-i0007	# hipe2022:date = 1920-01-29	B-pers
. ennessee	Q1509	NIL	NIL	False	False	# hipe2022:document_id = sn89058133-1920-01-29-a-i0007	# hipe2022:date = 1920-01-29	B-loc
the 6tU . day of January , 1920	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-01-29-a-i0007	# hipe2022:date = 1920-01-29	B-time
31st day of January , 1920	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-01-29-a-i0007	# hipe2022:date = 1920-01-29	B-time
Cookeville	Q2456192	Q2456192	Q2456192	True	True	# hipe2022:document_id = sn89058133-1920-01-29-a-i0007	# hipe2022:date = 1920-01-29	B-loc
Putnam County	Q495045	Q278589 Q506531 Q495045 Q498341 Q501809 Q503059 Q489886 Q115266 Q494579	Q115266	True	False	# hipe2022:document_id = sn89058133-1920-01-29-a-i0007	# hipe2022:date = 1920-01-29	B-loc
Tennessee	Q1509	Q6011981 Q2302102 Q193737 Q3234596 Q1509 Q38359 Q1747671 Q3496542 Q7700263 Q265234 Q17059473	Q1509	True	True	# hipe2022:document_id = sn89058133-1920-01-29-a-i0007	# hipe2022:date = 1920-01-29	B-loc
J . R . Watson	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-01-29-a-i0007	# hipe2022:date = 1920-01-29	B-pers
T . C . R . K . Co	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-01-29-a-i0007	# hipe2022:date = 1920-01-29	B-org
Phy	NIL	Q179996 Q1432358 Q192727	Q179996	False	False	# hipe2022:document_id = sn89058133-1920-01-29-a-i0007	# hipe2022:date = 1920-01-29	B-pers
J . R . Watson	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-01-29-a-i0007	# hipe2022:date = 1920-01-29	B-pers
D . Ritten ¬ berry	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-01-29-a-i0007	# hipe2022:date = 1920-01-29	B-pers
P . L . Ramsey	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-01-29-a-i0007	# hipe2022:date = 1920-01-29	B-pers
Jan . 6th , 1920	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-01-29-a-i0007	# hipe2022:date = 1920-01-29	B-time
L . F . MILLER , Sheriff	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-01-29-a-i0007	# hipe2022:date = 1920-01-29	B-pers
GAINESBORO	Q2057053	Q5517236 Q2057053	Q5517236	True	False	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-loc
Tiui Apple	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-pers
Old Tim	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-pers
Cookeville	Q2456192	Q2456192	Q2456192	True	True	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-loc
Jenkins & Darwin Bros	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-org
Jere Whitson	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-org
R . P . Morgan Produce Co	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-org
Morgan	NIL	Q503505 Q3862964 Q1058731 Q137828 Q313458 Q3467045 Q972448 Q372373 Q512259 Q2971886 Q2194573 Q586995 Q2228080 Q2955956 Q490953 Q6911538 Q312748 Q1165625 Q1260128 Q3862968 Q2767 Q5203618 Q6911566 Q215502 Q484672 Q3323961 Q6911563 Q129992 Q6911540 Q6911541 Q11989934 Q20026859 Q177681 Q6911724 Q54168 Q490989 Q26880 Q6911534 Q6911535 Q493083 Q284100 Q1408323 Q489599	Q54168	False	False	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-org
Cooke ¬ ville	Q2456192	NIL	NIL	False	False	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-loc
Silver Point	Q7516246	Q7516246 Q1569360	Q1569360	True	False	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-loc
Casto Jditchell	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-pers
Lon Morelock	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-pers
Bob Maggart	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-pers
France	Q142	Q49644 Q47774 Q630531 Q5478259 Q1124861 Q69323 Q70802 Q142 Q70972 Q200686 Q212429 Q101730 Q207162 Q42443 Q2084927	Q142	True	True	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-loc
Ralph Wirt	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-pers
Putnam County Herald	Q16995214	NIL	NIL	False	False	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-prod
Gainesboro , Tenn	Q2057053	NIL	NIL	False	False	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-loc
Herald	Q16995214	Q5732604 Q139954 Q3179178 Q7739400 Q5646015 Q30597377 Q14687539 Q11407 Q6740594 Q696819 Q26877 Q3458808 Q17002667 Q7739404	Q3179178	False	False	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-prod
Mansfield Judd	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-pers
Gainesboro	Q2057053	Q5517236 Q2057053	Q2057053	True	True	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-loc
D . A . RAWLEY	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-04-22-a-i0003	# hipe2022:date = 1920-04-22	B-pers
Herald	NIL	Q5732604 Q139954 Q3179178 Q7739400 Q5646015 Q30597377 Q14687539 Q11407 Q6740594 Q696819 Q26877 Q3458808 Q17002667 Q7739404	Q3179178	False	False	# hipe2022:document_id = sn89058133-1920-08-19-a-i0006	# hipe2022:date = 1920-08-19	B-prod
Putnam county	Q495045	Q278589 Q506531 Q495045 Q498341 Q501809 Q503059 Q489886 Q115266 Q494579	Q115266	True	False	# hipe2022:document_id = sn89058133-1920-08-19-a-i0006	# hipe2022:date = 1920-08-19	B-loc
Herald	NIL	Q5732604 Q139954 Q3179178 Q7739400 Q5646015 Q30597377 Q14687539 Q11407 Q6740594 Q696819 Q26877 Q3458808 Q17002667 Q7739404	Q3179178	False	False	# hipe2022:document_id = sn89058133-1920-08-19-a-i0006	# hipe2022:date = 1920-08-19	B-prod
W . G . ADSMOND . Co . Agent	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn89058133-1920-08-19-a-i0006	# hipe2022:date = 1920-08-19	B-pers
Bureau of Home Economics	Q28404837	Q28404837 NIL	Q28404837	True	True	# hipe2022:document_id = sn83025812-1930-02-21-a-i0007	# hipe2022:date = 1930-02-21	B-org
the United States Department of Agri ¬ culture	Q501542	NIL	NIL	False	False	# hipe2022:document_id = sn83025812-1930-02-21-a-i0007	# hipe2022:date = 1930-02-21	B-org
C . P . Gray	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn83025812-1930-03-21-a-i0010	# hipe2022:date = 1930-03-21	B-pers
Buxton school	NIL	Q5003281 Q5003277	Q5003281	False	False	# hipe2022:document_id = sn83025812-1930-03-21-a-i0010	# hipe2022:date = 1930-03-21	B-org
E . P . White	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn83025812-1930-03-21-a-i0010	# hipe2022:date = 1930-03-21	B-pers
G . D . Miller	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn83025812-1930-03-21-a-i0010	# hipe2022:date = 1930-03-21	B-pers
U . B . Williams	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn83025812-1930-03-21-a-i0010	# hipe2022:date = 1930-03-21	B-pers
Buxton	Q745614	Q18286 Q5003254 Q971223 Q745614 Q5003252 Q5003259 Q2582964 Q1072836 Q2379488 Q3273904 Q7324509 Q5003253 Q28941995	Q971223	True	False	# hipe2022:document_id = sn83025812-1930-03-21-a-i0010	# hipe2022:date = 1930-03-21	B-loc
Buxton	Q745614	Q18286 Q5003254 Q971223 Q745614 Q5003252 Q5003259 Q2582964 Q1072836 Q2379488 Q3273904 Q7324509 Q5003253 Q28941995	Q971223	True	False	# hipe2022:document_id = sn83025812-1930-03-21-a-i0010	# hipe2022:date = 1930-03-21	B-loc
Cane Hattcras	Q978032	NIL	NIL	False	False	# hipe2022:document_id = sn83025812-1930-03-21-a-i0010	# hipe2022:date = 1930-03-21	B-loc
Dare county	Q295787	Q295787 NIL	Q295787	True	True	# hipe2022:document_id = sn83025812-1930-03-21-a-i0010	# hipe2022:date = 1930-03-21	B-loc
Capt . B . R . Ballance	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn83025812-1930-03-21-a-i0010	# hipe2022:date = 1930-03-21	B-pers
Buxton	Q745614	Q18286 Q5003254 Q971223 Q745614 Q5003252 Q5003259 Q2582964 Q1072836 Q2379488 Q3273904 Q7324509 Q5003253 Q28941995	Q971223	True	False	# hipe2022:document_id = sn83025812-1930-03-21-a-i0010	# hipe2022:date = 1930-03-21	B-loc
EDENTON	Q2028258	Q14716408 Q2028258 NIL	Q2028258	True	True	# hipe2022:document_id = sn83025812-1930-05-30-a-i0006	# hipe2022:date = 1930-05-30	B-loc
Edcnton	Q2028258	NIL	NIL	False	False	# hipe2022:document_id = sn83025812-1930-05-30-a-i0006	# hipe2022:date = 1930-05-30	B-loc
District Supervisor of Census	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn83025812-1930-05-30-a-i0006	# hipe2022:date = 1930-05-30	B-org
Chamber ef Csmmcrcc	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn83025812-1930-05-30-a-i0006	# hipe2022:date = 1930-05-30	B-org
District Supervisor ' s office	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn83025812-1930-05-30-a-i0006	# hipe2022:date = 1930-05-30	B-org
Edcnton	Q2028258	NIL	NIL	False	False	# hipe2022:document_id = sn83025812-1930-05-30-a-i0006	# hipe2022:date = 1930-05-30	B-loc
from 1920 to 1930	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn83025812-1930-05-30-a-i0006	# hipe2022:date = 1930-05-30	B-time
Edenton	Q2028258	Q14716408 Q2028258 NIL	Q2028258	True	True	# hipe2022:document_id = sn83025812-1930-05-30-a-i0006	# hipe2022:date = 1930-05-30	B-loc
Edenton	Q2028258	Q14716408 Q2028258 NIL	Q2028258	True	True	# hipe2022:document_id = sn83025812-1930-05-30-a-i0006	# hipe2022:date = 1930-05-30	B-loc
Uncle Gam	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn83025812-1930-05-30-a-i0006	# hipe2022:date = 1930-05-30	B-pers
Edenton	Q2028258	Q14716408 Q2028258 NIL	Q2028258	True	True	# hipe2022:document_id = sn83025812-1930-05-30-a-i0006	# hipe2022:date = 1930-05-30	B-loc
American	Q30	Q1965974 Q2037045 Q15133865 Q32396 Q1164740 Q828 Q463180 Q466699 Q2842831 Q4745665 Q4742848 Q4742863 Q4742850 Q7976 Q4431748 Q2266683 Q59449 Q846570 Q4742847 Q3985639 Q48962998 Q4742849 Q1968496 Q463257	Q846570	False	False	# hipe2022:document_id = sn92063852-1950-02-25-a-i0005	# hipe2022:date = 1950-02-25	B-loc
Haitian	Q790	Q440753 Q4131845	Q440753	False	False	# hipe2022:document_id = sn92063852-1950-02-25-a-i0005	# hipe2022:date = 1950-02-25	B-loc
Ruth Morris soprano	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-02-25-a-i0005	# hipe2022:date = 1950-02-25	B-pers
New York City	Q60	Q7966486 Q29240830 Q54451 Q7013124 Q53855527 Q3875477 Q63438423 Q60 Q16998793 Q3339042 Q7013127 Q7013125 Q7013143 Q7013126 Q7013123	Q60	True	True	# hipe2022:document_id = sn92063852-1950-02-25-a-i0005	# hipe2022:date = 1950-02-25	B-loc
Theatre de Ver ¬ dure	Q3527653	NIL	NIL	False	False	# hipe2022:document_id = sn92063852-1950-02-25-a-i0005	# hipe2022:date = 1950-02-25	B-org
Port - au - Prince	Q34261	NIL	NIL	False	False	# hipe2022:document_id = sn92063852-1950-02-25-a-i0005	# hipe2022:date = 1950-02-25	B-loc
His Excellency , Dumarsaix Estime , President of the Republic of Haiti	Q738355	NIL	NIL	False	False	# hipe2022:document_id = sn92063852-1950-02-25-a-i0005	# hipe2022:date = 1950-02-25	B-pers
Haiti	Q790	Q790 Q5639688 Q25277	Q790	True	True	# hipe2022:document_id = sn92063852-1950-02-25-a-i0005	# hipe2022:date = 1950-02-25	B-loc
Fiist Lady of the Republic . Madam Estine	Q18926909	NIL	NIL	False	False	# hipe2022:document_id = sn92063852-1950-02-25-a-i0005	# hipe2022:date = 1950-02-25	B-pers
Hatiau Jour - nal	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-02-25-a-i0005	# hipe2022:date = 1950-02-25	B-prod
Miss Mor ¬ ris	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-02-25-a-i0005	# hipe2022:date = 1950-02-25	B-pers
Eugene Bioadnax	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-02-25-a-i0005	# hipe2022:date = 1950-02-25	B-pers
Florida Court	Q3001105	NIL	NIL	False	False	# hipe2022:document_id = sn92063852-1950-08-26-a-i0008	# hipe2022:date = 1950-08-26	B-org
FLORIDA SUPREME Court	Q3001105	Q3001105	Q3001105	True	True	# hipe2022:document_id = sn92063852-1950-08-26-a-i0008	# hipe2022:date = 1950-08-26	B-org
state - supported University of Florida	Q501758	NIL	NIL	False	False	# hipe2022:document_id = sn92063852-1950-08-26-a-i0008	# hipe2022:date = 1950-08-26	B-org
state board of control	Q5461230	NIL	NIL	False	False	# hipe2022:document_id = sn92063852-1950-08-26-a-i0008	# hipe2022:date = 1950-08-26	B-org
Florida A . & M . College for Ne - groes	Q1430048	NIL	NIL	False	False	# hipe2022:document_id = sn92063852-1950-08-26-a-i0008	# hipe2022:date = 1950-08-26	B-org
Negro school	Q1430048	NIL	NIL	False	False	# hipe2022:document_id = sn92063852-1950-08-26-a-i0008	# hipe2022:date = 1950-08-26	B-org
white insti - , Ut	Q501758	NIL	NIL	False	False	# hipe2022:document_id = sn92063852-1950-08-26-a-i0008	# hipe2022:date = 1950-08-26	B-org
