Token	Gold annotation	Candidates	Prediction	Gold ann in candidates?	Correct?	sent id	sent date
Royal Academy of music	Q1144673	Q1473756 Q1144673 NIL	Q1144673	True	True	#document_id:TheHarmonicon__1828-001.txt_454	#document_date:1828	B-organization
Academy of Music	Q4671497	Q4306609 Q4671500 Q337327 Q4671497 Q337337 Q7127710 Q18158559 Q7719463 Q5594849 Q1488183 Q5193812	Q337337	True	False	#document_id:DwightSJournalOfMusic__1868-012.txt_1060	#document_date:1868	B-organization
Peabody Institute	Q1156934	Q7157240 Q1156934	Q7157240	True	False	#document_id:DwightSJournalOfMusic__1868-012.txt_1060	#document_date:1868	B-organization
The Merry Wives of Windsor	NIL	Q844836 Q615663 NIL	Q844836	True	False	#document_id:TheMusicalTimes__1876-397.txt_1363	#document_date:1876	B-music
Miss Alleyne	NIL	NIL	NIL	True	True	#document_id:TheMusicalWorld__1844-006.txt_450	#document_date:1844	B-person
Midsummer Night ’s Dream	Q104871	NIL	NIL	False	False	#document_id:TheMusicalWorld__1844-006.txt_450	#document_date:1844	B-work-of-art
London	Q84	Q6669774 Q1785229 Q3959711 Q5273606 Q20657974 Q935090 Q28868399 Q261303 Q14710970 Q1137312 Q3836562 Q45765 Q3836563 Q10569133 Q6669769 Q6669738 Q6669771 Q1001456 Q3836565 Q23306 Q7239605 Q60578265 Q1442133 Q783669 Q6669761 Q3061911 Q750084 Q1431928 Q1749384 Q6669767 Q1449564 Q5633181 Q6669736 Q6669757 Q79348 Q6669763 Q28163686 Q5123767 Q96239426 Q16001535 Q3258936 Q3284727 Q15056579 Q1363808 Q2477346 Q24045410 Q6669759 Q1749569 Q84 Q6669754 Q92561	Q84	True	True	#document_id:DwightSJournalOfMusic__1873-016.txt_1257	#document_date:1873	B-city
Sir Walter Scott	Q79025	Q7394384 Q7966089 Q25249282 Q7964644 Q3061347 Q1386411 Q7966098 NIL NIL Q7966100 Q7966112 Q79025 Q7966099 Q7966091 Q7966092 Q7529404 Q2080432 Q7966109 Q48814644 Q7966095 Q7966096 Q2602495 NIL	Q79025	True	True	#document_id:TheHarmonicon__1828-001.txt_1193	#document_date:1828	B-person
Gebauer Francois Réné	Q96558	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1273	#document_date:1824	B-person
Veisailles	Q621	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1273	#document_date:1824	B-city
Three Grand Sonatas for the Piano F orte	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_166	#document_date:1825	B-music
Charles Ambrose	Q5075106	Q5075106 NIL	Q5075106	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_166	#document_date:1825	B-person
College of Organists	Q3305373	NIL	NIL	False	False	#document_id:TheMusicalTimes__1873-366.txt_2546	#document_date:1873	B-organization
Novello , Ewer and Co.	Q15919379	NIL	NIL	False	False	#document_id:TheMusicalTimes__1873-366.txt_2546	#document_date:1873	B-company
London	Q84	Q6669774 Q1785229 Q3959711 Q5273606 Q20657974 Q935090 Q28868399 Q261303 Q14710970 Q1137312 Q3836562 Q45765 Q3836563 Q10569133 Q6669769 Q6669738 Q6669771 Q1001456 Q3836565 Q23306 Q7239605 Q60578265 Q1442133 Q783669 Q6669761 Q3061911 Q750084 Q1431928 Q1749384 Q6669767 Q1449564 Q5633181 Q6669736 Q6669757 Q79348 Q6669763 Q28163686 Q5123767 Q96239426 Q16001535 Q3258936 Q3284727 Q15056579 Q1363808 Q2477346 Q24045410 Q6669759 Q1749569 Q84 Q6669754 Q92561	Q84	True	True	#document_id:TheMusicalTimes__1873-366.txt_2546	#document_date:1873	B-city
Holywell - street	Q5887208	NIL	NIL	False	False	#document_id:TheMusicalTimes__1873-366.txt_2546	#document_date:1873	B-street
Oxford	Q34217	Q753781 Q1759458 Q2212049 Q7115202 Q4118785 Q3708820 Q2671403 Q409219 Q2076916 Q7115201 Q17092284 Q1926548 Q990940 Q787097 Q7115224 Q2735294 Q1646194 Q3476916 Q7115221 Q502592 Q7115203 Q7115205 Q539085 Q48946 Q15264877 Q15994667 Q7115222 Q5213276 Q3359048 Q79458 Q461765 Q34433 Q777793 Q7115223 Q34217 Q1818312 Q3289786 Q983822 Q2022826 Q79358 Q1510107 Q2427398 Q3461644	Q34217	True	True	#document_id:TheMusicalTimes__1873-366.txt_2546	#document_date:1873	B-city
Lyons	Q456	Q963140 Q10951 Q5284547 Q1857424 Q831522 Q1160037 Q3319672 Q17011646 Q2484995 Q16931637 Q770876 Q456 Q2278185 Q2310168 Q6709770 Q6106384 Q1659338 Q2549934 Q6709776 Q6709756 Q13234456 Q6709754 Q3111112 Q1187236 Q510592 Q6709768 Q1878928 Q2121232 Q6709761	Q17011646	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1956	#document_date:1825	B-city
Duke of Edinburgh	Q158143	Q80976 Q824569 NIL	Q824569	False	False	#document_id:TheMusicalTimes__1876-397.txt_1345	#document_date:1876	B-person
Royal Academy of Music	Q1144673	Q1473756 Q1144673 NIL	Q1144673	True	True	#document_id:TheMusicalTimes__1876-397.txt_1345	#document_date:1876	B-organization
Sir Julius Benedict	Q510435	Q510435	Q510435	True	True	#document_id:TheMusicalTimes__1876-397.txt_1345	#document_date:1876	B-person
Mendelssohn	Q46096	Q16225590 Q41783627 Q48796795 Q46096	Q41783627	True	False	#document_id:TheMusicalWorld__1843-038.txt_641	#document_date:1843	B-person
Bennett	Q201164	Q628777 Q2018755 Q484231 Q1429652 Q4889662 Q448369 Q3475178 Q1658878 Q817839 Q449411 Q17118520 Q4889676 Q744551	Q817839	False	False	#document_id:TheMusicalWorld__1843-038.txt_641	#document_date:1843	B-person
Lucas	Q5080372	Q2482296 Q320980 Q485804 Q980163 Q3265031 Q1620044 Q16029581 Q7387646 Q926675 Q6696061 Q1799485 Q5472990 Q38222 Q1659682 Q1780267 Q224094 Q1873014 Q2551684 Q12325000 Q690593 Q6696056 Q112107 Q6696065 Q25312731 Q507214 Q3177195 Q853020 Q2383167	Q6696061	False	False	#document_id:TheMusicalWorld__1843-038.txt_641	#document_date:1843	B-person
Sir J. Goss	Q345870	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-402.txt_1207	#document_date:1876	B-person
C. Steggall	Q5082654	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-402.txt_1207	#document_date:1876	B-person
O Lord , my God	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_2387	#document_date:1876	B-music
Mahomet	Q9458	Q2127663 Q9458 NIL Q1431518 NIL	Q1431518	True	False	#document_id:DwightSJournalOfMusic__1873-016.txt_1105	#document_date:1873	B-person
Rubinstein	Q87567	Q183182 Q87567 Q24464021	Q24464021	True	False	#document_id:TheMusicalTimes__1875-388.txt_1126	#document_date:1875	B-person
Violin Concerto in G	Q7933346	NIL	NIL	False	False	#document_id:TheMusicalTimes__1875-388.txt_1126	#document_date:1875	B-music
Mendelssohn	Q46096	Q16225590 Q41783627 Q48796795 Q46096	Q41783627	True	False	#document_id:TheMusicalTimes__1876-397.txt_2327	#document_date:1876	B-person
Elijah	Q1329006	Q5668358 Q19827682 Q1329006 Q11878157 Q3471622 Q30668002 Q133507	Q1329006	True	True	#document_id:TheMusicalTimes__1876-397.txt_2327	#document_date:1876	B-music
Pastoral Symphony	NIL	Q256668 Q30607983 Q1215348 Q246433 Q2553634	Q256668	False	False	#document_id:TheMusicalTimes__1875-388.txt_862	#document_date:1875	B-symphony
Handel	Q7302	Q7302 Q3696641 Q2317222 Q5628941	Q7302	True	True	#document_id:TheMusicalTimes__1875-388.txt_862	#document_date:1875	B-person
Messiah	Q207732	Q6821947 Q85785025 Q112751 Q3855355 Q16238006 Q48816399 Q6821953 Q15052544 Q85785023 Q6821944 Q6821952 Q3855269 Q19363688 Q2255337 Q207732 Q51626 Q5421977 Q1542030 Q10328986 Q6821949	Q51626	True	False	#document_id:TheMusicalTimes__1875-388.txt_862	#document_date:1875	B-music
Cripplegate	Q1619586	Q1619586	Q1619586	True	True	#document_id:TheMusicalTimes__1873-366.txt_1524	#document_date:1873	B-city-district
Duke of Cumberland	Q162302	Q15978977 Q317499 Q899567	Q317499	False	False	#document_id:TheHarmonicon__1824-016.txt_1884	#document_date:1824	B-person
York	Q42462	Q8055348 Q188668 Q2076202 Q520484 Q3709687 Q489648 Q9097158 Q538968 Q4120287 Q48954 Q6170282 Q8005344 Q8055353 Q25184439 Q506187 Q8004311 Q42462 Q2323126 Q18458 Q3572602 Q5356176 Q28429940 Q384754 Q80025 Q8055337 Q2631516 Q656815 Q21854785 Q994000 Q3572601 Q8055352 Q28429593 Q490914 Q8055339 Q2600811 Q8004105 Q16968264 Q27988926 Q576936 Q105285 Q8055480 Q390141 Q163885 Q17059436 Q8055342 Q821105	Q42462	True	True	#document_id:TheHarmonicon__1824-016.txt_2237	#document_date:1824	B-city
Mr. H. W. George	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_2284	#document_date:1876	B-person
Mr. J. Lunn	Q16198956	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-397.txt_2284	#document_date:1876	B-person
Leopoldstadt theatre	Q255887	NIL	NIL	False	False	#document_id:TheHarmonicon__1824-016.txt_1679	#document_date:1824	B-theatre
Auber	Q157672	Q800416	Q800416	False	False	#document_id:TheMusicalWorld__1843-029.txt_43	#document_date:1843	B-person
Les Diamans de la Cou-	Q467897	NIL	NIL	False	False	#document_id:TheMusicalWorld__1843-029.txt_43	#document_date:1843	B-opera
Gnecco	Q1121021	NIL NIL	NIL	False	False	#document_id:DwightSJournalOfMusic__1873-016.txt_615	#document_date:1873	B-person
Malibran	Q232783	Q232783 NIL	Q232783	True	True	#document_id:DwightSJournalOfMusic__1873-016.txt_615	#document_date:1873	B-person
Lablache	Q477681	Q477681 NIL	Q477681	True	True	#document_id:DwightSJournalOfMusic__1873-016.txt_615	#document_date:1873	B-person
Germany	Q183	Q157682 Q2129498 Q41304 Q37285 Q22006587 Q183 Q7318 Q16957 Q833872 Q1350565 Q18633317 Q713750 NIL	Q183	True	True	#document_id:TheMusicalTimes__1876-397.txt_1431	#document_date:1876	B-country
Sona of the Roving Gypsey	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1832-012.txt_1535	#document_date:1832	B-music
Mannheim	Q2119	Q15245199 Q2119 Q1008391 Q6750820 Q1795296 Q6750819 Q27686432	Q1008391	True	False	#document_id:TheHarmonicon__1832-012.txt_1866	#document_date:1832	B-city
Journal of Professor Voss	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1828-001.txt_1715	#document_date:1828	B-journal
the Har : onicon	Q7738918	NIL	NIL	False	False	#document_id:TheHarmonicon__1832-012.txt_1321	#document_date:1832	B-magazine
Jerusalem	Q1218	Q6185194 Q4898094 Q28942207 Q5865034 Q18463567 Q1852517 Q1218 Q27940563 Q1687939 Q2765144 Q5665712 Q16995361 Q6185051 Q2091539 Q6185076 Q1753338 Q192232 Q6185082 Q3708812 Q2213440 Q1687937 Q6185212 Q489607 Q914332 Q2398662 Q6185073 Q6185078 Q478463 Q1687955 Q6185054 Q55517162 Q2829275 Q55502 Q4993181 Q760138 Q6185071 Q17305712 Q14903165	Q1218	True	True	#document_id:TheHarmonicon__1824-016.txt_3646	#document_date:1824	B-city
M. Eberwein	Q216234	NIL	NIL	False	False	#document_id:TheHarmonicon__1824-016.txt_3646	#document_date:1824	B-person
C. M. de Weber	Q154812	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_397	#document_date:1826	B-person
Brilliant Polonaise	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_397	#document_date:1826	B-music
Italy	Q38	Q977238 Q38 Q913582 Q838931 Q48742118 Q18087879 Q1125341 Q3708720 Q2604149 Q3677229 Q153660 Q172579 Q223936	Q38	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_949	#document_date:1828	B-country
Messiah	Q207732	Q6821947 Q85785025 Q112751 Q3855355 Q16238006 Q48816399 Q6821953 Q15052544 Q85785023 Q6821944 Q6821952 Q3855269 Q19363688 Q2255337 Q207732 Q51626 Q5421977 Q1542030 Q10328986 Q6821949	Q5421977	True	False	#document_id:TheMusicalTimes__1876-397.txt_2302	#document_date:1876	B-music
Prince of Wales	Q20875	Q31039626 Q20754846 Q180729 Q1565207 Q39086550 Q20746285 Q43274 Q7244375	Q180729	False	False	#document_id:TheMusicalTimes__1876-397.txt_3380	#document_date:1876	B-person
Amore in Musica	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1424	#document_date:1825	B-work-of-art
Achille in Sciro	NIL	Q18280239 NIL	Q18280239	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1424	#document_date:1825	B-work-of-art
L’Ingannatore ingannato	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1424	#document_date:1825	B-work-of-art
J Olympiade	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1424	#document_date:1825	B-work-of-art
Mr. Waite	NIL	Q3047481 Q5356062 Q1349419 Q857184	Q5356062	False	False	#document_id:TheMusicalTimes__1875-388.txt_2102	#document_date:1875	B-person
Clifton	Q2376216	Q1520296 Q17509986 Q5133125 Q254428 Q5133166 Q5133129 Q3680711 Q5133132 Q5133164 Q5133147 Q5133134 Q982843 Q16890435 Q1868347 Q5133189 Q246623 Q5133151 Q18206021 Q5133136 Q5133149 Q14690236 Q2418714 Q963695 Q2376216 Q5133133 Q5133126 Q5133127 Q1374067 Q5133143 Q2240808 Q3338975 Q2979111 Q5133152 Q5133169 Q2671816 Q5133160 Q1511100 Q5133163 Q2979102 Q5133131 Q1101367 Q5133148 Q5133130 Q691583 Q3450714 Q14712185 Q59526 Q5537977 Q5133162 Q5133137 Q5133139 Q2979103	Q1520296	True	False	#document_id:TheMusicalTimes__1875-388.txt_2102	#document_date:1875	B-city-district
Mr. Millington	NIL	Q2218105 Q6859683 Q6859671 Q6859685 Q2660790 Q11127142 Q6859689 Q2547235 Q753645 Q14712855	Q6859671	False	False	#document_id:TheMusicalTimes__1875-388.txt_2102	#document_date:1875	B-person
Catl August Weber	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1832-012.txt_1863	#document_date:1832	B-person
Rastadt	Q6874	Q6874 NIL	Q6874	True	True	#document_id:TheHarmonicon__1832-012.txt_1863	#document_date:1832	B-city
Baden	Q4100	Q279874 Q63939 Q6877935 Q600967 Q127451 Q486450 Q261407 Q798907 Q647902 Q14713966 Q4840744 Q4840739 Q186320 Q659597	Q6877935	False	False	#document_id:TheHarmonicon__1832-012.txt_1863	#document_date:1832	B-city
Dr. Sponr	NIL	NIL	NIL	True	True	#document_id:TheMusicalWorld__1843-029.txt_492	#document_date:1843	B-person
Society of British Musicians	Q112578682	NIL	NIL	False	False	#document_id:TheMusicalWorld__1843-029.txt_492	#document_date:1843	B-organization
Der Freischutz	Q156435	Q156435 NIL	Q156435	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_2999	#document_date:1826	B-opera
York	Q42462	Q8055348 Q188668 Q2076202 Q520484 Q3709687 Q489648 Q9097158 Q538968 Q4120287 Q48954 Q6170282 Q8005344 Q8055353 Q25184439 Q506187 Q8004311 Q42462 Q2323126 Q18458 Q3572602 Q5356176 Q28429940 Q384754 Q80025 Q8055337 Q2631516 Q656815 Q21854785 Q994000 Q3572601 Q8055352 Q28429593 Q490914 Q8055339 Q2600811 Q8004105 Q16968264 Q27988926 Q576936 Q105285 Q8055480 Q390141 Q163885 Q17059436 Q8055342 Q821105	Q42462	True	True	#document_id:TheMusicalTimes__1873-366.txt_350	#document_date:1873	B-city
Parma	Q2683	Q2683 Q1432326 Q9348 Q1092000 Q2693 Q1522393 Q255985 Q2545183 Q141315 Q2053682 Q501257 Q7139132 Q967838 Q16228 Q862711 Q2415492	Q2683	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1218	#document_date:1824	B-city
Paris	Q90	Q1577076 Q21780569 Q2220917 Q7137172 Q20709367 Q15119639 Q7137175 Q7137164 Q691491 Q930765 Q576584 Q366081 Q20813664 Q3382754 Q7137187 Q1931701 Q1341876 Q7131746 Q7137192 Q2300075 Q30621726 Q7137186 Q1818121 Q28337101 Q7137194 Q1751748 Q1018504 Q3687815 Q1158980 Q10981622 Q984459 Q22317569 Q65921527 Q1124162 Q90 Q7137363 Q960025 Q2219239 Q20812805 Q3181341 Q631707 Q3305306 Q1451948 Q7137190 Q162121 Q538772 Q67744612 Q7137161 Q7137184 Q23826199 Q7137197 Q60751943 Q483020 Q79917 Q20712325 Q830149 Q167646 Q7137193 Q934294 Q104197 Q2052318 Q520621 Q55612277 Q3365241 Q923849 Q7137185 Q151298 Q1132962	Q90	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1218	#document_date:1824	B-city
Musical World	Q115925788	NIL	NIL	False	False	#document_id:TheMusicalWorld__1843-036.txt_481	#document_date:1843	B-publication
Liverpool	Q24826	Q3227602 Q5355602 Q5635227 Q1130849 Q16908714 Q1143318 Q3475914 Q1358484 Q6658274 Q970853 Q1674079 Q6658288 Q6658294 Q1866453 Q24826 Q8727 Q1189030 Q6658297 Q6658287 Q2508102	Q24826	True	True	#document_id:TheMusicalWorld__1843-036.txt_481	#document_date:1843	B-city
M. Quaranta	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1832-012.txt_1882	#document_date:1832	B-person
M. Eroff	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1832-012.txt_1882	#document_date:1832	B-person
M. Fontana	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1832-012.txt_1882	#document_date:1832	B-person
Magnificat	NIL	Q66384937 Q314221 Q15681926 Q1475933 Q3729006 Q518091 Q200809 Q896098 Q17014791 Q16950072 Q769460 Q18663684 Q3676459 Q15833350 Q6731722 Q104418529	Q6731722	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1586	#document_date:1828	B-music
L. Leo	Q316735	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1586	#document_date:1828	B-person
Mr. Kiallmark	Q18671297	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_3230	#document_date:1824	B-person
Boulogne	Q81997	Q895103 Q4949702 Q302720 Q81997	Q302720	True	False	#document_id:TheMusicalWorld__1843-036.txt_616	#document_date:1843	B-city
Salle des Concerts	NIL	NIL	NIL	True	True	#document_id:TheMusicalWorld__1843-036.txt_616	#document_date:1843	B-building
Rue Siblequin	NIL	NIL	NIL	True	True	#document_id:TheMusicalWorld__1843-036.txt_616	#document_date:1843	B-road
Boulogne	Q81997	Q895103 Q4949702 Q302720 Q81997	Q302720	True	False	#document_id:TheMusicalWorld__1843-036.txt_616	#document_date:1843	B-city
Handel	Q7302	Q7302 Q3696641 Q2317222 Q5628941	Q7302	True	True	#document_id:TheMusicalTimes__1876-397.txt_1223	#document_date:1876	B-person
Mr. Waters	NIL	Q18719013 Q7974398	Q7974398	False	False	#document_id:TheHarmonicon__1833-005.txt_1620	#document_date:1833	B-person
Calais	Q6454	Q6454 Q3476693 Q585288 Q4209227 Q5018343 Q2765380 Q612696 Q845818 Q5018342	Q6454	True	True	#document_id:TheHarmonicon__1833-005.txt_1620	#document_date:1833	B-city
Mr. E. J. Bilton	Q110966934	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-402.txt_423	#document_date:1876	B-person
Trinity College	Q332342	Q3539296 Q224342 Q7842696 Q7842694 Q2453551 Q1927705 Q73079 Q332342 Q7842698 Q7842689 Q7842691 Q7842693 Q7842863 Q3551685 Q7842707 Q258464 Q7843004	Q332342	True	True	#document_id:TheMusicalTimes__1876-402.txt_423	#document_date:1876	B-college
Cambridge	Q350	Q16962385 Q1028261 Q1072690 Q3250639 Q5025323 Q988567 Q1028276 Q3450679 Q2415104 Q1000191 Q5159619 Q49111 Q5025332 Q965079 Q1000196 Q1028267 Q5025343 Q5025320 Q1028279 Q35794 Q2934691 Q11151861 Q755862 Q2594158 Q350 Q18509 Q249454 Q576477 Q16247016 Q30602349 Q512012 Q5025418	Q35794	True	False	#document_id:TheMusicalTimes__1876-402.txt_423	#document_date:1876	B-city
Francis Fowke	NIL	Q3378439	Q3378439	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_900	#document_date:1826	B-person
Meiningen	Q487278	Q487278 NIL	Q487278	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1288	#document_date:1824	B-city
Le Colporteur	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1828-001.txt_33	#document_date:1828	B-opera
M. Gama	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1828-001.txt_33	#document_date:1828	B-person 
Portland Hotel	NIL	Q7231953 NIL	Q7231953	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_3687	#document_date:1826	B-hotel
Hall	NIL	Q2466458 Q1802963 Q492012 Q5642538 Q7547 Q496152 Q1571277 Q443131 Q940601 Q240854 Q31948 Q574969 Q5642542 Q1135449 Q10516415 Q108803 Q301276 Q106559 Q13634081 Q18152605 Q38250638 Q237639 Q309675 Q823475 NIL	Q240854	True	False	#document_id:TheMusicalWorld__1844-006.txt_567	#document_date:1844	B-building
Mr. Braham	NIL	Q922449 Q16860333	Q16860333	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_3740	#document_date:1826	B-person
Mr. Pyne	NIL	Q37486727 Q7263119 Q8012127	Q8012127	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_3740	#document_date:1826	B-person
Mr. C. Evans	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_3740	#document_date:1826	B-person
King ’s Theatre	Q1155331	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_2459	#document_date:1824	B-theater
America	Q30	Q463081 Q60751010 Q338285 Q97181621 Q17511620 Q1850907 Q4749632 Q1052042 Q4742713 Q4749635 Q85772276 Q23309806 Q23467020 Q4749633 Q2842802 Q4742708 Q4742711 Q104790923 Q22251882 Q482251 Q4742716 Q4742707 Q1112443 Q828 Q4742714 Q2420785 Q4742725 Q4745665 Q4655832 Q30 Q126852 Q4742728 Q4742712 Q4742719 Q16491652 Q4742863 Q4742710 Q4742619 Q4742724 Q18762246 Q2621772 Q2842807 Q34195 Q2400442 Q4742717 Q4742709 Q7131705 Q4033897 Q1247400 Q47499411 Q4742729 Q4064165 Q4742720 Q4742723 Q463110 Q6072379 Q463147 Q20894546 Q7872812 Q2842803 Q482262 Q2844820 Q548133 Q2844832 Q1777174 Q4742727 Q2127180 Q3055389 Q482249 Q4742722	Q2420785	True	False	#document_id:TheMusicalWorld__1844-006.txt_578	#document_date:1844	B-country
New Zealand	Q664	Q65296010 Q918446 Q4739721 Q7015177 Q7016236 Q664 Q7015176 Q5890425	Q664	True	True	#document_id:TheMusicalWorld__1844-006.txt_578	#document_date:1844	B-country
New Hall	NIL	Q1195404 Q4693014 Q5635236 Q2714774	Q5635236	False	False	#document_id:TheMusicalTimes__1876-402.txt_2192	#document_date:1876	B-building
Devonshire Park and Baths Company	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-402.txt_2192	#document_date:1876	B-company
Skating Rink	NIL	Q1282870	Q1282870	False	False	#document_id:TheMusicalTimes__1876-402.txt_2192	#document_date:1876	B-facility
West Central Organ School and Studio	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_290	#document_date:1875	B-school
Vernon - street	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_290	#document_date:1875	B-road
the Elf - King	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1828-001.txt_1470	#document_date:1828	B-music
Melographicon	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_54	#document_date:1825	B-publication
Ly fair	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2645	#document_date:1825	B-music
R. S. Jackson	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_392	#document_date:1876	B-person
St. Benet - place	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_392	#document_date:1876	B-road
Fabio Constantini	Q3737659	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1793	#document_date:1824	B-person
chapel of Loretto	Q654996	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1793	#document_date:1824	B-worship-place
Beethoven	Q255	Q48666 Q54857991 Q144207 Q754892 Q30598237 Q2566764 Q3548656 Q15060271 Q17509039 Q255 Q3637435 Q65088211	Q255	True	True	#document_id:DwightSJournalOfMusic__1875-006.txt_540	#document_date:1875	B-person
Chislehurst	Q122917	Q122917 Q23073507 Q5102115	Q122917	True	True	#document_id:TheMusicalTimes__1873-366.txt_1565	#document_date:1873	B-city-district
Mr. Novello	Q2526705	Q7932709 Q20268	Q20268	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_3016	#document_date:1824	B-person
J. L. Peters	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_3729	#document_date:1876	B-person
Broadway	Q11260	Q4972375 Q3882122 Q25171656 Q3521129 Q18708315 Q4972384 Q2616277 Q2012494 Q4972388 Q235065 Q2925863 Q922884 Q4972396 Q180356 Q4972385 Q1376100 Q4972397 Q4972386 Q4972383 Q4972366 Q4972382 Q4972390 Q15204960 Q4972389 Q6693344 Q2263110 Q4972376 Q3645178 Q5509285 Q4972363 Q11260 Q4972394 Q16255542 Q4972369 Q859272 Q7965918 Q493176 Q4972380 Q7623130 Q837100 Q18386023 Q2029378 Q5595129 Q4096796 Q4972392 Q254416 Q4972361 Q3512163 Q771503 Q2477766 Q19867400 Q2488175 Q21684267 Q1142897 Q758184 Q16938585	Q4972390	True	False	#document_id:TheMusicalTimes__1876-397.txt_3729	#document_date:1876	B-road
Seguin	NIL	Q19929295 Q18356665 Q7446374 Q975549	Q19929295	False	False	#document_id:TheHarmonicon__1828-001.txt_1663	#document_date:1828	B-person
Duke of Cumberland	Q162302	Q15978977 Q317499 Q899567	Q317499	False	False	#document_id:TheHarmonicon__1833-005.txt_1152	#document_date:1833	B-person
